ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
1356127,Female,No,33,No,Engineer,1,Low,3,Cat_6,D
1352887,Female,No,33,No,Engineer,1,Low,3,Cat_6,C
1352684,Female,No,33,No,Engineer,1,Low,3,Cat_6,D
1349317,Female,No,32,Yes,Engineer,9,Low,1,Cat_6,A
1348206,Female,No,32,Yes,Engineer,0,Low,3,Cat_6,D
1354827,Female,No,32,Yes,Engineer,0,Low,2,Cat_6,D
1354345,Female,No,32,Yes,Engineer,0,Low,1,Cat_6,A
1354663,Female,No,31,Yes,Engineer,9,Low,3,Cat_6,D
1352879,Female,No,31,Yes,Engineer,8,Low,1,Cat_6,A
1354313,Female,No,31,No,Engineer,1,Low,4,Cat_6,B
1350078,Female,No,31,No,Engineer,0,Low,2,Cat_6,D
1351616,Female,No,31,No,Engineer,0,Low,1,Cat_6,D
1354811,Female,No,30,Yes,Engineer,9,Low,5,Cat_6,D
1352718,Female,No,30,Yes,Engineer,3,Low,3,Cat_6,D
1352400,Female,No,30,No,Engineer,0,Low,3,Cat_6,B
1352689,Female,No,30,No,Engineer,0,Low,1,Cat_6,A
1349230,Female,No,29,Yes,Engineer,10,Low,1,Cat_6,D
1350564,Female,No,29,Yes,Engineer,1,Low,1,Cat_6,A
1353467,Female,No,29,No,Engineer,1,Low,4,Cat_6,D
1356463,Female,No,29,No,Engineer,1,Low,4,Cat_6,C
1352679,Female,No,28,Yes,Engineer,7,Low,1,Cat_6,B
1351744,Female,No,28,Yes,Engineer,0,Low,3,Cat_6,D
1352480,Female,No,27,Yes,Engineer,11,Low,1,Cat_6,B
1348689,Female,No,27,Yes,Engineer,4,Low,2,Cat_6,D
1352475,Female,No,27,No,Engineer,1,Low,4,Cat_6,D
1352814,Female,No,27,No,Engineer,0,Low,6,Cat_6,D
1352886,Female,No,27,No,Engineer,0,Low,3,Cat_6,B
1354881,Female,No,27,No,Engineer,0,Low,2,Cat_6,D
1348277,Female,No,26,Yes,Engineer,9,Low,8,Cat_6,A
1352929,Female,No,26,Yes,Engineer,1,Low,3,Cat_6,A
1348102,Female,No,26,Yes,Engineer,0,Low,3,Cat_6,C
1352130,Female,No,26,No,Engineer,5,Low,2,Cat_6,A
1353117,Female,No,26,No,Engineer,2,Low,7,Cat_6,D
1352701,Female,No,26,No,Engineer,1,Low,6,Cat_6,A
1350560,Female,No,26,No,Engineer,1,Low,2,Cat_6,A
1352005,Female,No,26,No,Engineer,0,Low,3,Cat_6,D
1356135,Female,No,26,No,Engineer,0,Low,2,Cat_6,D
1352552,Female,No,26,No,Engineer,0,Low,1,Cat_6,A
1349599,Female,No,25,Yes,Engineer,8,Low,3,Cat_6,D
1349017,Female,No,25,Yes,Engineer,8,Low,2,Cat_6,A
1356495,Female,No,25,No,Engineer,9,Low,1,Cat_6,D
1348442,Female,No,25,No,Engineer,8,Low,3,Cat_6,D
1355913,Female,No,25,No,Engineer,1,Low,3,Cat_6,D
1354023,Female,No,25,No,Engineer,1,Low,1,Cat_6,B
1352102,Female,No,25,No,Engineer,1,Low,1,Cat_6,A
1352485,Female,No,25,No,Engineer,0,Low,6,Cat_6,C
1351644,Female,No,23,No,Engineer,1,Low,4,Cat_6,B
1352122,Female,No,22,No,Engineer,1,Low,4,Cat_6,D
1356139,Female,No,21,No,Engineer,1,Low,6,Cat_6,C
1352811,Female,No,20,No,Engineer,0,Low,4,Cat_6,D
1355420,Female,No,19,No,Engineer,1,Low,4,Cat_6,D
1350064,Female,Yes,66,No,Engineer,6,Average,4,Cat_5,B
1355869,Female,Yes,53,No,Engineer,0,Low,3,Cat_5,A
1356760,Female,Yes,40,Yes,Engineer,1,Average,4,Cat_5,B
1354299,Female,Yes,38,Yes,Engineer,0,Low,1,Cat_5,D
1351702,Female,Yes,22,No,Engineer,8,Average,2,Cat_5,C
1349656,Female,No,32,No,Engineer,9,Low,4,Cat_5,A
1352804,Female,No,32,No,Engineer,9,Low,4,Cat_5,A
1352666,Female,No,27,No,Engineer,1,Low,4,Cat_5,A
1350664,Male,Yes,72,No,Engineer,0,High,4,Cat_4,B
1353534,Male,Yes,61,No,Engineer,7,Average,5,Cat_4,D
1351082,Male,Yes,61,No,Engineer,0,Low,3,Cat_4,A
1353854,Male,Yes,59,No,Engineer,1,Low,2,Cat_4,A
1354335,Male,Yes,52,Yes,Engineer,1,Average,3,Cat_4,C
1353571,Male,Yes,52,No,Engineer,0,Average,6,Cat_4,B
1351141,Male,Yes,51,Yes,Engineer,0,Low,2,Cat_4,A
1352756,Male,Yes,51,No,Engineer,1,Average,7,Cat_4,B
1351113,Male,Yes,49,No,Engineer,1,Average,8,Cat_4,D
1351523,Male,Yes,42,No,Engineer,5,Average,4,Cat_4,A
1350145,Male,Yes,41,Yes,Engineer,1,Average,2,Cat_4,C
1351508,Male,Yes,40,No,Engineer,6,Average,5,Cat_4,D
1353774,Male,Yes,38,Yes,Engineer,0,Average,4,Cat_4,B
1353419,Male,Yes,38,No,Engineer,0,High,6,Cat_4,A
1351712,Male,Yes,38,No,Engineer,0,Average,3,Cat_4,B
1354155,Male,Yes,37,No,Engineer,12,Average,5,Cat_4,B
1348719,Male,Yes,37,No,Engineer,8,Average,3,Cat_4,D
1355995,Male,Yes,36,Yes,Engineer,1,Average,3,Cat_4,B
1351488,Male,Yes,30,No,Engineer,3,Average,3,Cat_4,D
1353733,Male,Yes,30,No,Engineer,1,Average,3,Cat_4,A
1354383,Male,Yes,29,Yes,Engineer,5,Low,2,Cat_4,A
1348948,Male,Yes,28,No,Engineer,6,Average,2,Cat_4,A
1353375,Male,No,53,No,Engineer,1,Low,3,Cat_4,A
1352370,Male,No,41,No,Engineer,9,Low,7,Cat_4,C
1351433,Male,No,33,No,Engineer,1,Low,3,Cat_4,D
1354282,Male,No,32,Yes,Engineer,0,Low,3,Cat_4,B
1352601,Male,No,30,No,Engineer,9,Low,3,Cat_4,D
1353624,Male,No,28,Yes,Engineer,0,Low,5,Cat_4,D
1354218,Male,No,28,Yes,Engineer,0,Low,3,Cat_4,C
1354031,Male,No,26,Yes,Engineer,0,Low,5,Cat_4,C
1353583,Male,No,26,No,Engineer,0,Low,4,Cat_4,D
1351100,Male,No,23,No,Engineer,0,Low,4,Cat_4,D
1353531,Female,Yes,79,No,Engineer,0,High,2,Cat_4,A
1355272,Female,Yes,72,Yes,Engineer,0,High,2,Cat_4,B
1353840,Female,Yes,70,No,Engineer,0,Average,2,Cat_4,B
1352077,Female,Yes,69,Yes,Engineer,1,Low,1,Cat_4,A
1355124,Female,Yes,69,Yes,Engineer,0,Low,2,Cat_4,B
1353635,Female,Yes,69,No,Engineer,0,Average,4,Cat_4,A
1354692,Female,Yes,68,No,Engineer,0,Low,1,Cat_4,A
1356605,Female,Yes,66,No,Engineer,0,High,5,Cat_4,B
1353626,Female,Yes,66,No,Engineer,0,Average,2,Cat_4,A
1351085,Female,Yes,65,No,Engineer,1,Average,3,Cat_4,A
1351112,Female,Yes,63,No,Engineer,4,Average,8,Cat_4,D
1354961,Female,Yes,62,No,Engineer,8,High,2,Cat_4,A
1352224,Female,Yes,62,No,Engineer,4,Low,1,Cat_4,B
1350925,Female,Yes,61,No,Engineer,1,High,3,Cat_4,B
1353652,Female,Yes,60,No,Engineer,1,High,9,Cat_4,A
1351481,Female,Yes,60,No,Engineer,1,Average,5,Cat_4,B
1354320,Female,Yes,58,Yes,Engineer,0,Average,4,Cat_4,B
1353625,Female,Yes,58,No,Engineer,0,Average,6,Cat_4,A
1353655,Female,Yes,53,No,Engineer,8,Average,4,Cat_4,B
1353653,Female,Yes,53,No,Engineer,7,Average,6,Cat_4,A
1351076,Female,Yes,53,No,Engineer,0,Average,4,Cat_4,B
1355270,Female,Yes,52,Yes,Engineer,4,High,2,Cat_4,B
1354710,Female,Yes,52,Yes,Engineer,1,Average,5,Cat_4,B
1353636,Female,Yes,52,No,Engineer,9,Average,5,Cat_4,B
1353650,Female,Yes,52,No,Engineer,9,Average,4,Cat_4,B
1353648,Female,Yes,52,No,Engineer,6,Average,4,Cat_4,B
1353518,Female,Yes,52,No,Engineer,0,Low,6,Cat_4,A
1353654,Female,Yes,51,No,Engineer,7,Average,5,Cat_4,B
1353555,Female,Yes,51,No,Engineer,4,Low,2,Cat_4,D
1353553,Female,Yes,51,No,Engineer,1,Average,5,Cat_4,B
1349611,Female,Yes,50,Yes,Engineer,1,High,2,Cat_4,B
1354963,Female,Yes,50,Yes,Engineer,1,Average,4,Cat_4,B
1351509,Female,Yes,49,No,Engineer,5,Average,5,Cat_4,D
1353700,Female,Yes,48,Yes,Engineer,0,High,5,Cat_4,A
1355620,Female,Yes,48,Yes,Engineer,0,High,2,Cat_4,B
1353637,Female,Yes,47,No,Engineer,9,Average,4,Cat_4,B
1353659,Female,Yes,47,No,Engineer,8,Average,5,Cat_4,B
1353646,Female,Yes,47,No,Engineer,1,Average,4,Cat_4,B
1354902,Female,Yes,47,No,Engineer,0,High,2,Cat_4,A
1350857,Female,Yes,46,No,Engineer,9,Average,1,Cat_4,A
1353814,Female,Yes,46,No,Engineer,0,High,3,Cat_4,A
1354329,Female,Yes,45,Yes,Engineer,2,Low,1,Cat_4,A
1353660,Female,Yes,43,No,Engineer,9,Average,4,Cat_4,A
1353656,Female,Yes,43,No,Engineer,9,Average,4,Cat_4,A
1353642,Female,Yes,43,No,Engineer,4,Average,7,Cat_4,A
1354283,Female,Yes,43,No,Engineer,0,Average,5,Cat_4,B
1353428,Female,Yes,42,Yes,Engineer,1,Average,4,Cat_4,A
1353846,Female,Yes,42,No,Engineer,1,Average,6,Cat_4,B
1353557,Female,Yes,42,No,Engineer,0,Low,4,Cat_4,D
1350660,Female,Yes,41,Yes,Engineer,1,Average,3,Cat_4,B
1355225,Female,Yes,41,No,Engineer,0,Low,2,Cat_4,A
1351062,Female,Yes,40,Yes,Engineer,8,Average,4,Cat_4,D
1353847,Female,Yes,40,Yes,Engineer,1,Average,6,Cat_4,B
1354284,Female,Yes,39,No,Engineer,9,Average,6,Cat_4,D
1353542,Female,Yes,39,No,Engineer,1,Average,4,Cat_4,B
1355619,Female,Yes,38,Yes,Engineer,4,Low,2,Cat_4,A
1353685,Female,Yes,38,No,Engineer,9,Average,4,Cat_4,A
1355131,Female,Yes,38,No,Engineer,1,Low,2,Cat_4,A
1352656,Female,Yes,38,No,Engineer,1,Low,1,Cat_4,A
1353843,Female,Yes,38,No,Engineer,1,Average,6,Cat_4,B
1352156,Female,Yes,38,No,Engineer,0,Low,3,Cat_4,A
1354646,Female,Yes,37,No,Engineer,7,Low,1,Cat_4,D
1353771,Female,Yes,37,No,Engineer,1,Low,4,Cat_4,A
1353831,Female,Yes,37,No,Engineer,1,Average,6,Cat_4,B
1351123,Female,Yes,36,Yes,Engineer,11,Low,2,Cat_4,C
1353859,Female,Yes,36,No,Engineer,1,Low,5,Cat_4,A
1355006,Female,Yes,36,No,Engineer,1,Low,3,Cat_4,A
1352871,Female,Yes,36,No,Engineer,0,Average,2,Cat_4,A
1350644,Female,Yes,35,Yes,Engineer,0,Average,2,Cat_4,C
1354014,Female,Yes,35,No,Engineer,7,Average,4,Cat_4,A
1351519,Female,Yes,35,No,Engineer,2,High,4,Cat_4,D
1354559,Female,Yes,35,No,Engineer,2,Average,5,Cat_4,D
1351501,Female,Yes,35,No,Engineer,0,Average,5,Cat_4,D
1351096,Female,Yes,33,No,Engineer,7,Average,5,Cat_4,B
1355085,Female,Yes,31,No,Engineer,8,Low,2,Cat_4,C
1353621,Female,Yes,31,No,Engineer,1,High,4,Cat_4,A
1356772,Female,Yes,30,Yes,Engineer,8,High,6,Cat_4,D
1349591,Female,Yes,30,Yes,Engineer,8,Average,5,Cat_4,D
1353828,Female,Yes,30,No,Engineer,1,Low,2,Cat_4,A
1351460,Female,Yes,30,No,Engineer,1,Average,7,Cat_4,A
1353792,Female,Yes,28,No,Engineer,9,Average,2,Cat_4,A
1352596,Female,Yes,28,No,Engineer,1,Average,2,Cat_4,A
1353530,Female,Yes,26,Yes,Engineer,6,High,7,Cat_4,D
1353540,Female,Yes,25,No,Engineer,7,Average,2,Cat_4,D
1353751,Female,Yes,25,No,Engineer,6,Average,8,Cat_4,D
1353569,Female,Yes,25,No,Engineer,4,Average,5,Cat_4,D
1351362,Female,Yes,25,No,Engineer,1,Average,2,Cat_4,A
1350387,Female,Yes,25,No,Engineer,0,Average,2,Cat_4,A
1351496,Female,No,71,No,Engineer,1,Low,1,Cat_4,A
1349046,Female,No,51,No,Engineer,8,Low,6,Cat_4,D
1354558,Female,No,48,No,Engineer,12,Low,1,Cat_4,D
1354648,Female,No,43,Yes,Engineer,8,Low,2,Cat_4,A
1353242,Female,No,43,Yes,Engineer,3,Low,2,Cat_4,A
1353744,Female,No,42,Yes,Engineer,8,Low,3,Cat_4,A
1354707,Female,No,42,Yes,Engineer,1,Low,7,Cat_4,A
1355208,Female,No,40,Yes,Engineer,9,Low,2,Cat_4,B
1353572,Female,No,40,No,Engineer,9,Low,5,Cat_4,A
1355226,Female,No,39,No,Engineer,0,Low,3,Cat_4,A
1353647,Female,No,38,No,Engineer,8,Low,1,Cat_4,A
1354483,Female,No,38,No,Engineer,0,Low,3,Cat_4,C
1348710,Female,No,37,Yes,Engineer,0,Low,1,Cat_4,D
1353584,Female,No,37,Yes,Engineer,0,Low,1,Cat_4,A
1353581,Female,No,36,Yes,Engineer,9,Low,1,Cat_4,A
1354316,Female,No,36,Yes,Engineer,0,Low,1,Cat_4,A
1353773,Female,No,35,No,Engineer,1,Low,2,Cat_4,A
1355130,Female,No,35,No,Engineer,1,Low,1,Cat_4,A
1350479,Female,No,33,No,Engineer,1,Low,2,Cat_4,B
1353778,Female,No,33,No,Engineer,0,Low,7,Cat_4,A
1353668,Female,No,32,No,Engineer,1,Low,9,Cat_4,D
1352422,Female,No,31,Yes,Engineer,1,Low,4,Cat_4,A
1350578,Female,No,31,Yes,Engineer,0,Low,1,Cat_4,A
1353683,Female,No,31,No,Engineer,1,Low,8,Cat_4,A
1353276,Female,No,30,No,Engineer,11,Low,1,Cat_4,D
1353582,Female,No,30,No,Engineer,1,Low,3,Cat_4,A
1352849,Female,No,30,No,Engineer,0,Low,4,Cat_4,A
1352376,Female,No,29,No,Engineer,9,Low,4,Cat_4,A
1354962,Female,No,29,No,Engineer,9,Low,2,Cat_4,A
1352556,Female,No,29,No,Engineer,0,Low,6,Cat_4,C
1352672,Female,No,29,No,Engineer,0,Low,5,Cat_4,A
1351477,Female,No,28,No,Engineer,8,Low,8,Cat_4,D
1354709,Female,No,28,No,Engineer,3,Low,7,Cat_4,A
1351469,Female,No,28,No,Engineer,1,Low,4,Cat_4,A
1354698,Female,No,28,No,Engineer,1,Low,2,Cat_4,D
1355212,Female,No,28,No,Engineer,0,Low,1,Cat_4,A
1353752,Female,No,27,No,Engineer,14,Low,8,Cat_4,D
1349594,Female,No,27,No,Engineer,6,Low,6,Cat_4,D
1350150,Female,No,27,No,Engineer,1,Low,7,Cat_4,A
1353698,Female,No,27,No,Engineer,1,Low,1,Cat_4,A
1353667,Female,No,27,No,Engineer,1,Low,1,Cat_4,A
1351514,Female,No,26,Yes,Engineer,0,Low,6,Cat_4,B
1352562,Female,No,25,Yes,Engineer,0,Low,7,Cat_4,C
1353644,Female,No,25,No,Engineer,5,Low,3,Cat_4,B
1353547,Female,No,25,No,Engineer,1,Low,1,Cat_4,D
1354309,Female,No,25,No,Engineer,1,Low,1,Cat_4,A
1353750,Female,No,20,No,Engineer,8,Low,5,Cat_4,D
1349836,Male,Yes,53,Yes,Engineer,4,Low,3,Cat_3,B
1352196,Male,Yes,53,Yes,Engineer,1,Low,2,Cat_3,A
1349439,Male,Yes,49,Yes,Engineer,0,Average,2,Cat_3,C
1355353,Male,Yes,43,Yes,Engineer,5,High,2,Cat_3,A
1354488,Male,Yes,40,Yes,Engineer,7,Low,2,Cat_3,B
1352200,Male,Yes,40,No,Engineer,3,Low,1,Cat_3,A
1353615,Male,Yes,38,Yes,Engineer,1,Average,4,Cat_3,B
1354494,Male,Yes,37,Yes,Engineer,1,Average,3,Cat_3,A
1349623,Male,Yes,35,Yes,Engineer,1,Average,4,Cat_3,A
1352028,Male,Yes,31,No,Engineer,5,Average,3,Cat_3,A
1349000,Male,Yes,28,Yes,Engineer,9,Average,2,Cat_3,C
1349424,Male,No,33,No,Engineer,2,Low,4,Cat_3,D
1353320,Male,No,31,No,Engineer,8,Low,2,Cat_3,D
1349333,Male,No,29,Yes,Engineer,0,Low,4,Cat_3,D
1349484,Male,No,29,No,Engineer,0,Low,5,Cat_3,A
1349887,Male,No,26,Yes,Engineer,1,Low,3,Cat_3,D
1356102,Male,No,26,No,Engineer,0,Low,4,Cat_3,D
1348217,Female,Yes,71,No,Engineer,1,High,4,Cat_3,A
1354915,Female,Yes,70,No,Engineer,7,Low,1,Cat_3,B
1352268,Female,Yes,69,Yes,Engineer,1,Low,1,Cat_3,A
1348986,Female,Yes,62,Yes,Engineer,1,Low,1,Cat_3,B
1352194,Female,Yes,60,Yes,Engineer,1,High,4,Cat_3,B
1349636,Female,Yes,60,No,Engineer,0,Low,2,Cat_3,A
1352166,Female,Yes,59,Yes,Engineer,0,Low,1,Cat_3,B
1352062,Female,Yes,58,Yes,Engineer,1,Low,1,Cat_3,A
1354680,Female,Yes,57,Yes,Engineer,1,Low,4,Cat_3,C
1355007,Female,Yes,57,No,Engineer,0,Low,1,Cat_3,B
1352201,Female,Yes,55,Yes,Engineer,1,Low,1,Cat_3,A
1349390,Female,Yes,55,Yes,Engineer,1,Average,3,Cat_3,B
1354493,Female,Yes,52,Yes,Engineer,4,Low,1,Cat_3,B
1349034,Female,Yes,52,Yes,Engineer,1,Average,3,Cat_3,A
1349394,Female,Yes,52,Yes,Engineer,0,Low,3,Cat_3,B
1349989,Female,Yes,50,Yes,Engineer,4,Average,4,Cat_3,A
1354625,Female,Yes,49,Yes,Engineer,6,Low,3,Cat_3,D
1349926,Female,Yes,49,Yes,Engineer,1,High,5,Cat_3,B
1352229,Female,Yes,48,No,Engineer,1,Average,6,Cat_3,A
1352504,Female,Yes,48,No,Engineer,1,Average,5,Cat_3,B
1351760,Female,Yes,47,No,Engineer,10,Low,2,Cat_3,D
1355628,Female,Yes,47,No,Engineer,8,Low,1,Cat_3,A
1349978,Female,Yes,45,Yes,Engineer,1,Low,3,Cat_3,D
1349400,Female,Yes,43,Yes,Engineer,0,High,4,Cat_3,A
1350084,Female,Yes,42,Yes,Engineer,8,Low,2,Cat_3,D
1355312,Female,Yes,42,Yes,Engineer,1,High,3,Cat_3,A
1354492,Female,Yes,41,No,Engineer,9,Average,2,Cat_3,B
1349986,Female,Yes,39,Yes,Engineer,1,Low,1,Cat_3,A
1349406,Female,Yes,38,Yes,Engineer,9,Average,3,Cat_3,C
1349467,Female,Yes,38,No,Engineer,0,Average,5,Cat_3,A
1353301,Female,Yes,36,Yes,Engineer,0,Low,1,Cat_3,B
1355494,Female,Yes,35,Yes,Engineer,0,Low,3,Cat_3,B
1350056,Female,Yes,29,No,Engineer,5,Average,2,Cat_3,A
1352227,Female,Yes,27,Yes,Engineer,4,Low,2,Cat_3,B
1349468,Female,Yes,27,No,Engineer,9,Low,2,Cat_3,D
1349927,Female,Yes,27,No,Engineer,1,Average,9,Cat_3,D
1352165,Female,Yes,26,No,Engineer,6,Low,2,Cat_3,D
1354913,Female,No,50,No,Engineer,1,Low,1,Cat_3,A
1351271,Female,No,46,No,Engineer,1,Low,3,Cat_3,D
1348700,Female,No,43,Yes,Engineer,0,Low,1,Cat_3,A
1350030,Female,No,40,Yes,Engineer,1,Low,3,Cat_3,B
1350058,Female,No,40,No,Engineer,0,Low,3,Cat_3,A
1349449,Female,No,39,No,Engineer,6,Low,1,Cat_3,C
1352542,Female,No,39,No,Engineer,4,Low,3,Cat_3,D
1352568,Female,No,39,No,Engineer,1,Low,3,Cat_3,A
1353385,Female,No,39,No,Engineer,0,Low,3,Cat_3,A
1349984,Female,No,33,No,Engineer,9,Low,4,Cat_3,B
1349347,Female,No,33,No,Engineer,0,Low,5,Cat_3,D
1349973,Female,No,31,No,Engineer,1,Low,1,Cat_3,A
1349487,Female,No,31,No,Engineer,0,Low,1,Cat_3,D
1349460,Female,No,30,Yes,Engineer,0,Low,4,Cat_3,C
1349991,Female,No,30,No,Engineer,1,Low,5,Cat_3,D
1349679,Female,No,27,Yes,Engineer,9,Low,7,Cat_3,C
1348815,Female,No,27,No,Engineer,0,Low,2,Cat_3,D
1353754,Female,No,23,No,Engineer,11,Low,1,Cat_3,D
1354386,Male,Yes,41,Yes,Engineer,9,Average,2,Cat_2,A
1354113,Male,No,48,Yes,Engineer,0,Low,1,Cat_2,A
1355815,Male,No,19,No,Engineer,7,Low,5,Cat_2,D
1351068,Female,Yes,60,Yes,Engineer,4,Average,4,Cat_2,B
1353665,Female,Yes,52,No,Engineer,8,Average,4,Cat_2,B
1355556,Female,Yes,49,Yes,Engineer,0,Low,1,Cat_2,B
1351447,Female,Yes,47,Yes,Engineer,9,Average,4,Cat_2,C
1351602,Female,Yes,40,Yes,Engineer,1,High,5,Cat_2,B
1355187,Female,Yes,40,Yes,Engineer,0,Low,2,Cat_2,B
1352769,Female,Yes,37,No,Engineer,0,Average,5,Cat_2,B
1352768,Female,Yes,36,No,Engineer,0,Low,3,Cat_2,B
1350842,Female,Yes,35,No,Engineer,2,Average,6,Cat_2,B
1349949,Female,No,38,Yes,Engineer,3,Low,1,Cat_2,B
1352255,Female,No,35,Yes,Engineer,4,Low,4,Cat_2,C
1350339,Female,No,28,Yes,Engineer,1,Low,6,Cat_2,A
1356847,Female,No,26,No,Engineer,0,Low,1,Cat_2,A
1355938,Female,No,21,No,Engineer,0,Low,5,Cat_2,B
1350282,Female,No,21,No,Engineer,0,Low,5,Cat_2,D
1352716,Male,Yes,43,No,Engineer,0,Average,2,Cat_1,C
1353118,Male,No,33,No,Engineer,0,Low,4,Cat_1,D
1354660,Female,Yes,53,Yes,Engineer,0,Low,4,Cat_1,B
1351571,Female,Yes,38,No,Engineer,1,Low,5,Cat_1,B
1350003,Female,Yes,32,No,Engineer,5,Low,3,Cat_1,A
1348828,Female,No,46,Yes,Engineer,1,Low,2,Cat_1,B
1355340,Female,No,33,Yes,Engineer,0,Low,3,Cat_1,D
1352495,Female,No,29,Yes,Engineer,1,Low,5,Cat_1,B
1351827,Male,Yes,38,Yes,Doctor,0,High,4,Cat_7,A
1355952,Male,Yes,36,No,Doctor,0,Average,2,Cat_7,A
1352848,Male,Yes,26,Yes,Doctor,1,Average,2,Cat_7,A
1356212,Male,No,32,No,Doctor,5,Low,1,Cat_7,D
1354882,Male,No,32,No,Doctor,3,Low,3,Cat_7,D
1355431,Male,No,31,Yes,Doctor,14,Low,2,Cat_7,A
1356134,Male,No,21,No,Doctor,9,Low,3,Cat_7,D
1354206,Male,No,21,No,Doctor,6,Low,6,Cat_7,C
1356679,Male,No,21,No,Doctor,0,Low,5,Cat_7,D
1352141,Female,Yes,61,Yes,Doctor,0,Average,4,Cat_7,B
1356380,Female,Yes,57,Yes,Doctor,1,Low,2,Cat_7,A
1349937,Female,Yes,57,Yes,Doctor,0,Low,7,Cat_7,B
1349290,Female,Yes,50,Yes,Doctor,1,Low,2,Cat_7,A
1356689,Female,Yes,50,Yes,Doctor,0,Average,2,Cat_7,C
1349207,Female,Yes,40,No,Doctor,2,Average,2,Cat_7,D
1352526,Female,Yes,29,No,Doctor,0,Average,2,Cat_7,B
1348747,Female,Yes,28,No,Doctor,9,Low,1,Cat_7,A
1353602,Female,No,43,Yes,Doctor,1,Low,6,Cat_7,C
1354002,Female,No,43,No,Doctor,4,Low,6,Cat_7,B
1349203,Female,No,40,No,Doctor,14,Low,6,Cat_7,D
1350770,Female,No,30,Yes,Doctor,0,Low,5,Cat_7,C
1354857,Female,No,28,Yes,Doctor,12,Low,2,Cat_7,D
1354196,Female,No,22,No,Doctor,1,Low,4,Cat_7,B
1356798,Female,No,21,No,Doctor,1,Low,3,Cat_7,A
1350321,Male,Yes,70,Yes,Doctor,1,High,3,Cat_6,C
1351774,Male,Yes,70,No,Doctor,1,High,2,Cat_6,D
1350336,Male,Yes,69,Yes,Doctor,0,High,3,Cat_6,C
1354110,Male,Yes,69,No,Doctor,8,Low,2,Cat_6,A
1354473,Male,Yes,69,No,Doctor,1,Low,1,Cat_6,A
1349739,Male,Yes,69,No,Doctor,0,Average,3,Cat_6,B
1347964,Male,Yes,69,No,Doctor,0,Average,2,Cat_6,C
1347915,Male,Yes,67,Yes,Doctor,1,Average,4,Cat_6,B
1350640,Male,Yes,67,Yes,Doctor,1,Average,3,Cat_6,C
1348307,Male,Yes,67,Yes,Doctor,1,Average,2,Cat_6,B
1350631,Male,Yes,62,Yes,Doctor,1,High,2,Cat_6,C
1356242,Male,Yes,61,Yes,Doctor,3,Low,2,Cat_6,A
1356656,Male,Yes,60,Yes,Doctor,0,Average,2,Cat_6,C
1351174,Male,Yes,59,No,Doctor,0,Average,2,Cat_6,B
1352998,Male,Yes,58,Yes,Doctor,1,High,2,Cat_6,B
1353996,Male,Yes,58,Yes,Doctor,1,Average,2,Cat_6,C
1353240,Male,Yes,58,Yes,Doctor,0,Average,2,Cat_6,C
1349921,Male,Yes,57,Yes,Doctor,5,Average,2,Cat_6,C
1355073,Male,Yes,57,Yes,Doctor,0,Average,4,Cat_6,C
1351754,Male,Yes,56,Yes,Doctor,0,Low,1,Cat_6,A
1353981,Male,Yes,55,Yes,Doctor,0,Low,1,Cat_6,C
1350785,Male,Yes,55,Yes,Doctor,0,Average,2,Cat_6,C
1351439,Male,Yes,53,Yes,Doctor,14,Average,2,Cat_6,B
1355592,Male,Yes,53,Yes,Doctor,4,Average,2,Cat_6,C
1356667,Male,Yes,53,Yes,Doctor,2,Average,3,Cat_6,C
1352544,Male,Yes,53,Yes,Doctor,0,Low,3,Cat_6,A
1352939,Male,Yes,53,Yes,Doctor,0,Average,2,Cat_6,C
1356472,Male,Yes,52,No,Doctor,1,Average,4,Cat_6,B
1352817,Male,Yes,51,Yes,Doctor,11,Average,2,Cat_6,C
1351158,Male,Yes,51,Yes,Doctor,1,Average,4,Cat_6,B
1355015,Male,Yes,51,Yes,Doctor,1,Average,4,Cat_6,A
1350515,Male,Yes,50,Yes,Doctor,1,Low,2,Cat_6,C
1348138,Male,Yes,50,Yes,Doctor,1,Average,4,Cat_6,C
1356446,Male,Yes,50,Yes,Doctor,0,Average,8,Cat_6,C
1355790,Male,Yes,50,Yes,Doctor,0,Average,3,Cat_6,C
1349601,Male,Yes,50,Yes,Doctor,0,Average,3,Cat_6,B
1350317,Male,Yes,49,Yes,Doctor,1,Average,4,Cat_6,C
1351388,Male,Yes,49,Yes,Doctor,1,Average,2,Cat_6,C
1353931,Male,Yes,48,Yes,Doctor,9,Average,5,Cat_6,C
1348455,Male,Yes,48,Yes,Doctor,1,Average,2,Cat_6,C
1355648,Male,Yes,47,Yes,Doctor,0,Average,4,Cat_6,A
1352439,Male,Yes,46,Yes,Doctor,7,Average,2,Cat_6,C
1348377,Male,Yes,46,Yes,Doctor,1,Average,4,Cat_6,B
1356697,Male,Yes,46,Yes,Doctor,1,Average,2,Cat_6,C
1356711,Male,Yes,45,Yes,Doctor,6,Average,2,Cat_6,C
1356524,Male,Yes,45,Yes,Doctor,1,Average,2,Cat_6,C
1355646,Male,Yes,45,Yes,Doctor,0,Low,1,Cat_6,A
1349514,Male,Yes,45,No,Doctor,9,High,4,Cat_6,D
1348722,Male,Yes,45,No,Doctor,1,Average,3,Cat_6,B
1349171,Male,Yes,43,Yes,Doctor,14,Low,2,Cat_6,A
